id,doi,display_name,publication_date,is_retracted,is_paratext,abstract,concepts
W2316164912,https://doi.org/10.7250/mstct.2015.004,Printing of Linen Fabric for Reduction of Flammability,2015-12-30,False,False,"Prewashed raw (unbleached) and bleached 100 % linen fabrics were flat screen printed with pastes Tubivis DRL 300 or Tubvinyl 235, a flame retardant agent for cellulosic articles Apyrol CEP addition and pigment Bezaprint Green BT. Half of the printed fabrics were after-washed. The burning characteristics of raw and bleached, and the same printed and printed, after-washed fabrics were tested. The best performance in flame retardancy was achieved for bleached linen printed with Tubivis DRL 300 paste and for after-washed raw linen fabric printed with both pastes.","[('Flammability', 2, '0.70819896'), ('Fire retardant', 2, '0.699193'), ('Raw material', 2, '0.6465308'), ('Materials science', 0, '0.6130974'), ('Cellulosic ethanol', 3, '0.53489673'), ('Composite material', 1, '0.51851857'), ('Pulp and paper industry', 1, '0.34880626'), ('Cellulose', 2, '0.25645846'), ('Chemistry', 0, '0.12119874'), ('Engineering', 0, '0.09632996'), ('Chemical engineering', 1, '0.08651286'), ('Organic chemistry', 1, '0.04151848')]"
W2321742274,https://doi.org/10.7250/mstct.2015.012,Elektroniska datu bāze nestandarta mēbelēm,2015-12-30,False,False,"Raksta mērķis ir iepazīstināt ar RTU maģistra darba ietvaros projektēto elektronisko datu bāzi, tās struktūru un kategorijām, sniegt iespēju ikvienam interesentam iepazīties ar apkopoto informāciju par neparastas formas mēbelēm datu bāzes ietvaros, iepazīt sabiedrības aptaujas rezultātus. Tiek nodrosināta starpvalstu sadarbība. Ir ticis noskaidrots sabiedrības viedoklis par neparastas formas mēbelēm. Plānota datu bāzes demonstrēsana un testēsana.","[('Physics', 0, '0.51203185')]"
W2324614464,https://doi.org/10.7250/mstct.2015.011,EMF Shielding Effectiveness Depending on Location of Yarns with Metal Filaments in Fabric,2015-12-30,False,False,"Using three types of yarns with metal filaments, textile samples with various arrangements of yarns and mutual combinations were made with an industrial loom. Textile shielding effectiveness (SE) characteristics were measured using a waveguide method and network analyzer with radiated frequency 1.161 GHz to identify metal filament fabrics with the highest SE.","[('Electromagnetic shielding', 2, '0.8551867'), ('LOOM', 2, '0.8536711'), ('Textile', 2, '0.7455659'), ('Materials science', 0, '0.68752426'), ('Protein filament', 2, '0.64035344'), ('Composite material', 1, '0.62027866'), ('Network analyzer (electrical)', 2, '0.55892235'), ('Metal', 2, '0.44488555'), ('Yarn', 2, '0.4276621'), ('Acoustics', 1, '0.35727862'), ('Mechanical engineering', 1, '0.22503418'), ('Electrical engineering', 1, '0.16705325'), ('Metallurgy', 1, '0.15591022'), ('Engineering', 0, '0.11510214'), ('Physics', 0, '0.10139388')]"
W2326212068,https://doi.org/10.7250/mstct.2015.013,"Daudzfunkcionālas, modulāras un ilgtspējīgas būves piekrastes zonā",2015-12-30,False,False,"Sī raksta mērķis ir izpētīt esoso situāciju Latvijas teritorijas piekrastē sabiedrisko būvju jomā (labierīcību telpas, ģērbtuves, dusas telpas un tamlīdzīgi). Tiek atspoguļoti rezultāti, kuri iegūti apsekojot Latvijas teritorijas piekrastes pasvaldības. Rakstā aplūkotas galvenās vadlīnijas vienota stila piekrastes būvju izveidei. Sādu būvju izvietosana Latvijas piekrastes pasvaldību teritorijās dotu iespēju sakārtot piekrastes zonu, padarīt to pieejamu sabiedrībai, radīt drosu, funkcionālu un estētisku vidi ikvienam.","[('Physics', 0, '0.36909276'), ('Humanities', 1, '0.34164086'), ('Philosophy', 0, '0.33905357')]"
W2327794396,https://doi.org/10.7250/mstct.2015.006,Tekstilatkritumu utilizēšana un reciklēšana,2015-12-30,False,False,"Rakstā atspoguļotas spēkā esosās atkritumu apsaimniekosanas prasības. Aprakstītas tekstilatkritumu utilizēsanas un reciklēsanas metodes un to realizēsanas iespējas Latvijā, Baltijā un Eiropā. Noskaidrots otrreiz lietojamo tekstilmateriālu sķiedru sastāvs, kuru īpasības atbilst un kuras ir ekonomiski izdevīgi izmantot atkārtotā pārstrādes procesā jaunu produktu iegūsanai. Izstrādāti ieteikumi tekstilizstrādājumu ražotājiem atkritumu reciklēsanai un utilizēsanai Latvijā.","[('Political science', 0, '0.24902415')]"
W2328225692,https://doi.org/10.7250/mstct.2015.001,Electrospun Herbal Extract Derived Polymer Nanocomposites for Medical Applications,2015-12-30,False,False,"Herbal plants have been used in medicine since ancient times due to their health benefits. The research in this field continues to reveal advantages of these plants such as antibacterial activity against multidrug-resistant bacteria and possibility to integrate extracts in fibers by electrospinning. Electrospinning is a simple, yet versatile method of creating polymer-based nanofiber web, which can be used for wound dressings, tissue engineering and drug delivery systems. In production of electrospun nanofibers a solution of biocompatible polymer and a plant extract is needed. Therefore exploration of such composition ingredients is important.","[('Electrospinning', 3, '0.8592504'), ('Nanofiber', 2, '0.7853484'), ('Biocompatible material', 2, '0.60096'), ('Drug delivery', 2, '0.5786047'), ('Nanotechnology', 1, '0.4883289'), ('Polymer', 2, '0.47880965'), ('Nanocomposite', 2, '0.47073328'), ('Wound dressing', 2, '0.46571565'), ('Materials science', 0, '0.45335427'), ('Biomedical engineering', 1, '0.2454628'), ('Composite material', 1, '0.13594595'), ('Medicine', 0, '0.12849897')]"
W2329603527,https://doi.org/10.7250/mstct.2015.003,Metodes cinka oksīda nanodaļiņu koncentrācijas novērtēšanai ūdens šķīdumā,2015-12-30,False,False,"Sī pētījuma galvenais mērķis ir veikt cinka oksīda nanodaļiņu koncentrācijas novērtēsanu ar divām metodēm (GDV kamera un konduktometrs) un iegūt rezultātus salīdzinosu analīzi. Divu piedāvāto tehnoloģiju analīze parāda, ka, salīdzinot mērījumos iegūto bioelektrogrammu vidējos laukumus vai vidējos izolīniju garumus, iespējams noteikt metālus saturosu nanodaļiņu koncentrāciju, ja tā ir ne mazāka par 1 masas %. Ja sagaidāmā koncentrācija ir zema, sķīduma īpatnējās elektrovadītspējas mērījumi ar konduktometru ļauj precīzi noteikt nanodaļiņu koncentrāciju.","[('Physics', 0, '0.2624957')]"
W2330111603,https://doi.org/10.7250/mstct.2015.009,Kaņepju/PLA šķiedru sendvičtipa sruktūras neaustā materiāla un tā kompozīta īpašības,2015-12-30,False,False,"Pētījumā aplūkotajiem kaņepju (60 masas %) un polilaktīda (PLA) (40 masas %) neausto materiālu (NM) paraugiem izstrādāta t.s. sendvictipa struktūra, kur ārmalas izgatavotas tikai no PLA sķiedru klājuma kārtām, bet vidus daļā sķiedru klājuma kārtas veido PLA sķiedru atlikums, kas vienmērīgi sajaukts ar kaņepju sķiedrām. NM paraugu izgatavosanas mērķis ir to tālāka pārveide biokompozīta materiālā.","[('Physics', 0, '0.35673612'), ('Theology', 1, '0.32872638'), ('Philosophy', 0, '0.2724616')]"
W2333233772,https://doi.org/10.7250/mstct.2015.005,Spraislājdrānas un krūšturu formētās bļodiņas,2015-12-30,False,False,"Noskaidrotas spraislājdrānu (en: spacer fabrics) izgatavosanas metodes, raksturīgākās īpasības, lietojums. Noskaidroti spraislājdrānu un no tām formēto bļodiņu pazīstamākie ražotāji. Noteikti detaļu formēsanas veidi. Veikta putu poliuretāna bļodiņu formēsanas procesa analīze, lai noskaidrotu, kāda temperatūra un laiks nepieciesami no spraislājdrānām formētu bļodiņu izgatavosanai. Noteikta divu spraislājdrānu elastība, kura ietekmē krūsturu bļodiņu projektēsanas izejas lielumus un formēsanas procesa tehnoloģiskos režīmus – formētās bļodiņas aizpildījuma lielumu, atbilstosa lekāla veidu un izmēru un puansona iegremdēsanas dziļumu.","[('Psychology', 0, '0.31504637')]"
W2334330919,https://doi.org/10.7250/mstct.2015.008,Asinsvadu implanti ar jaunām biomehāniskām īpašībām,2015-12-30,False,False,"Izgatavoti asinsvadu implanti, kuru sieniņās ar ausanas tehnoloģiju iestrādāti tekstila pavedieni ar dažādām īpasībām. Implanti apdares procesā apstrādāti ar bioloģisku sķīdumu. Piedāvātā implanta sieniņu struktūra satur 40 % dabīgā zīda ķirurģiskos sķēru un audu pavedienus, kas laika periodā uzsūcas organismā un tiek aizvietoti ar pacienta audiem, veidojot protēzi ar maksimāli tuvām rekonstruētā asinsvada (aortas) biomehāniskām īpasībām. Sie raksturlielumi pacienta organismā saglabājas ilgstosi. Sādas struktūras implanti spēj pagarināt pacienta darba mūžu. To apliecina histoloģiskie izpētes dati.","[('Molecular biology', 1, '0.37628263'), ('Biology', 0, '0.26194882')]"
W2334997145,https://doi.org/10.7250/mstct.2015.007,Uniformu datu bāzes struktūra,2015-12-30,False,False,"Pētījuma mērķis ir izstrādāt valsts iestāžu darbinieku uniformu sastāvdaļu kopkataloga konceptuālo struktūru. Kopkataloga nepieciesamību apliecina vienotas valsts garantētā apģērba izsniegsanas, uzturēsanas un pārvaldības sistēmas trūkums. Pētījuma ietvaros izstrādāta kopkataloga datu bāzes pamatkoncepcija, entītiju relāciju diagramma un uniformu sastāvdaļu hierarhiskais datu modelis. Kopkatalogā ietverts viss uniformu sastāvdaļu dzīves cikls.","[('Physics', 0, '0.46219972'), ('Computer science', 0, '0.42342496'), ('Programming language', 1, '0.36419106')]"
W2604281054,https://doi.org/10.7250/mstct.2016.003,Natural and modern innovative materials in the clothing industry,2016-12-30,False,False,"Leather has a lot of good material qualities which are wanted. It is durable natural material which is biodegradable and its quality and aesthetics do not disappear during wearing. It is a luxury item and desirable in the fashion world. Although leather industry is confronted with many problems, consumer still demands this material or alike for this material in quality. This article gives an overview of leather industry and its problems and challenges, explores alternative leather industries like eel, salmon and poulard leathers, which are byproducts of other food industries. The article gives little introduction in laboratory grown hides from   Meadow   and includes deeper investigation in innovative materials from non-animal origin equivalent textile material creation, like   Pinatex   which is made from pineapple fiber,   Muskin   and   MycoWorks   vegan leathers, which are made on fungi bases. Theme is discussed in order to detect in the clothing industry attractive young innovative materials with big future. Such innovations open up opportunities for science, engineering and design collaboration and encourage designers for innovative sustainable creation. This article will serve as a base to draw attention of designers, engineers, biologists, chemists and other scientific professionals for possible collaboration to create future view on new material production. It can serve as a driving force for new product development in design clothing industry. The work as well draws attention to new consumer markets which is looking for non animal produced, sustainability, eco-friendly, circular cycle fashion. Work can serve as first steps for further research establishment to begin develop new materials. Result of the study can be used as information for interested audience. Taking that all in account, it can also serve as a new vision to create similar materials and equivalent product development in Latvian environment.     Inovatīvie ādas materiāli tekstila nozarē.   Rakstā dots ieskats par ādas nozari un tās problēmām, ādas alternatīvajām nozarēm, laboratorijā audzētu ādu, ne dzīvnieku izcelsmes inovācijām ādai līdzvērtīga materiāla izveidē. Sīkāk apskatīta pēdējā tēma ar mērķi atklāt apģērbu industrijā saistosākos jaunos materiālus un nākotnes iespējas materiālu izveidē, ko iespējams izveidot ciesi sadarbojoties dažādām nozarēm: dizaineriem, inženieriem un zinātniekiem. Sādā sadarbībā izveidotās inovācijas var kalpot apģērbu nozarē kā jauns dizaina radīsanas virzītājspēks. Zinātniskā darba metodes: grafoanalītiskā, literatūras, publicēto un nepublicēto materiālu apskats, novērojumi, pētījumi. Darbā secināts, ka ņemot vērā jaunās tendences sociālajā vidē un jauno materiālu inovācijas, ir jāapzinās Latvijas iespējas līdzvērtīgu produktu izstrādāsanā. Ne dzīvnieku izcelsmes ādām ir daudz prieksrocību. Pētījuma rezultātā iegūtos materiālus paredzēts izmantot kā noderīgu instrumentu visiem interesentiem un tiem, kuri vēlas ražot, izmantojot inovatīvus apģērbus un tehnoloģijas. Darbs var kalpot kā pirmais posms tālākās izpētes aizsākumam.","[('Clothing', 2, '0.7709787'), ('Natural materials', 2, '0.65457755'), ('Sustainability', 2, '0.5747967'), ('Quality (philosophy)', 2, '0.5338842'), ('Architectural engineering', 1, '0.5279364'), ('Engineering', 0, '0.48449966'), ('Textile industry', 2, '0.4814862'), ('Product (mathematics)', 2, '0.47666246'), ('Work (physics)', 2, '0.4618207'), ('Textile', 2, '0.41347277'), ('Theme (computing)', 2, '0.4104604'), ('Business', 0, '0.37137505'), ('Marketing', 1, '0.34744287'), ('Computer science', 0, '0.18742284'), ('Mechanical engineering', 1, '0.16882214'), ('Ecology', 1, '0.0'), ('Philosophy', 0, '0.0'), ('Chemistry', 0, '0.0'), ('Geometry', 1, '0.0'), ('Mathematics', 0, '0.0'), ('Archaeology', 1, '0.0'), ('Epistemology', 1, '0.0'), ('Polymer science', 1, '0.0'), ('Biology', 0, '0.0'), ('History', 0, '0.0'), ('Operating system', 1, '0.0')]"
W2604671382,https://doi.org/10.7250/mstct.2016.002,Colors and color settings in Latvian jewelry from 2011 to 2015,2016-12-30,False,False,"In the framework of this paper by method of field research the use of colours in jewellery from 2011 until 2015 is researched. In 2014and 2015 a database, where photos of jewellery, as well as information on jewellery and authors of jewellery is stored, which can be used in the Internet, was created. In the database information is stored in six basic groups: author, figures, and data on jewelry, artistically aesthetic appearance, materials used, and techniques. In the system altogether by 22 November 2016 763 photographs of jewellery, made by 116 authors of jewellery were stored. In the basic group “Artistically aesthetic appearance”, information is subdivided into subgroups – subject, composition, colour and volume. In the framework of this paper author analyses data that are accumulated from 2011 until 2015 in the database of jewellery in the subgroup “colour”. In the period from 2011 to 2015 in total 20 types of colors 480 times were registered. In this period, the colours that are most frequently used in jewellery are: silver – marked in 110 instances, white – 46, blue – 45, black – 43 and red color in 37 instances. In the making of jewellery also various brown tones are used. They are present because Latvian jewellery authors favour natural materials such as wood, seed, shells, moss. From statistical aspect in Latvian jewellery, achromatic colour tones such as grey, black and white tones are dominant. Among the chromatic colours, blue and red are the most popular. If colors in Latvian jewellery are studied not from the point of view of frequency of their usage, but from point of view of diversity of settings of chromatic colours, we can draw a conclusion that the authors are using colour triads in jewellery compositions – such as blue together with yellow and red, as well as green together with orange and violet. However, more frequently, only two colours from theses colour settings are used together. In the same way separately in jeweller, settings of cold colours or warm colours are used.      Krāsas un krāsu salikumi Latvijas rotās no 2011. līdz 2015. gadam.   Lai noteiktu Latvijas rotu krāsu tendences, ar lauku pētījuma metodi pētīti rotu datu bāzē par krāsām reģistrētie dati no 2011. līdz 2015. gadam. Datubāzē kopā reģistrēti 20 krāsu veidi 480 reizes. Sajā laika periodā rotās visvairāk lietotās krāsas ir bijusas sudraba, balta, zila, melna un sarkana krāsa. Skatoties no krāsu salikumu viedokļa, Latvijas rotu autori savās rotu kompozīcijās, iestrādājot dabas materiālus, lietojusi dažādus brūno krāsu toņu salikumus, arī atsevisķi dažādu silto vai vēso toņu salikumus, tāpat izmantotas krāsu triādes, tādas kā oranžais kopā ar violeto un zaļo, kā arī dzeltenais kopā ar zilo un sarkano, vai arī izmantotas tikai divas krāsas no siem salikumiem.","[('Latvian', 2, '0.73440886'), ('Art', 0, '0.5466398'), ('Visual arts', 1, '0.5447893'), ('White (mutation)', 3, '0.4612521'), ('Period (music)', 2, '0.44232267'), ('Subject (documents)', 2, '0.4124227'), ('Computer science', 0, '0.24151316'), ('Aesthetics', 1, '0.15439248'), ('World Wide Web', 1, '0.10589543'), ('Philosophy', 0, '0.0'), ('Biochemistry', 1, '0.0'), ('Linguistics', 1, '0.0'), ('Chemistry', 0, '0.0'), ('Gene', 2, '0.0')]"
W2604916162,https://doi.org/10.7250/mstct.2016.005,Design and innovative organizations in the business environment,2016-12-30,False,False,"The aim of this article is to explore the principles of design and innovation, to explain the need of design integration into organization structure and its impact on  the economy. Design is not only a beautiful shape, it has a much broader meaning and it covers many different areas, which are not related to design of its classic  interpretation, such as engineering and medicine or business. Kyoto Design Declaration states that the design addresses the problem by granting functionality and  meaning, creates concepts. The design also has a social accountability component, which is closely related to the values of society. Design contributes to building  of a sustainable, people-centred creative society (Kyoto Design Declaration, 2008). Today design is an integral part of the organization, the foundation stone for  the success of its existence. The article discusses the principles of design and innovation, describes its role in the business environment and successful organization  of business. This theme is current because Latvian Design Council has operated since relatively recent and many company representatives still underestimate the  importance of design; as well as many future designers have no understanding of the extent of their opportunities in the business world and what contribution they  could make by providing services to entrepreneurs. The article analyses Latvian cosmetics companies, which integrate design in their activities, as well as provides  insight into how to increase the design growth in the business environment at the national level, based on British experience. It requires cooperation among all its  elements to make innovation system effective. There is a need to increase the use of potential of the creative industry and added value for products and technologies  and creation of unique niche products.       Dizains un inovācijas biznesa vidē.   Rakstā ir dots ieskats dizaina un inovāciju  pamatprincipos, dizaina nozīmē biznesa vides attīstībai. Sī raksta  mērķis ir izpētīt dizaina un inovāciju būtību, skaidrot dizaina  nepieciesamību organizāciju uzbūvē un dizaina ietekmi uz  ekonomiku. Dizains jau sen vairs nenozīmē tikai skaistu formu,  tam ir daudz plasāka nozīme un tas aptver vairākas jomas, kuras  netiek saistītas ar dizainu to klasiskajā izpratnē, kā, piemēram,  inženierija un medicīna vai bizness. Mūsdienās dizains ir  neatņemama organizāciju sastāvdaļa, kā pamatakmens veiksmīgai  to pastāvēsanai. Rakstā tiek analizēti Latvijas uzņēmumi, kas  integrē dizainu savā darbībā, kā arī sniegts ieskats kā varētu  attīstīt dizaina uzplaukumu valstiskā līmenī biznesa vidē,  balstoties uz Lielbritānijas pieredzi.","[('Declaration', 2, '0.47877872'), ('Strategic design', 3, '0.4294455'), ('Meaning (existential)', 2, '0.42040834'), ('Design management', 3, '0.41538373'), ('Engineering', 0, '0.36197817'), ('Business', 0, '0.35226077'), ('Engineering ethics', 1, '0.3301227'), ('Knowledge management', 1, '0.29233265'), ('Political science', 0, '0.2865487'), ('Marketing', 1, '0.2727532'), ('Computer science', 0, '0.1788165'), ('Psychology', 0, '0.0'), ('Information management', 2, '0.0'), ('Purchasing', 2, '0.0'), ('Law', 1, '0.0'), ('Psychotherapist', 1, '0.0')]"
W2605048304,https://doi.org/10.7250/mstct.2016.004,Critical analysis of design processes in product design – Latvian examples,2016-12-30,False,False,"The intrinsic characteristics of nowadays’ Latvian product design contribute to produce a clear Latvian identity. Novel, unique, and innovative ideas  distinguish the design of Latvian products including several combinations of multi-functional aspects and innovative solutions in materials and technologies. The  scope of this work is to support many valuable characteristics of design, defining their basic principles, and their implications on the economic and social  frameworks. This article aids the comprehension of these aspects through real Latvian design examples and through ten successful design theses concerning  different aspects (i.e. innovation, product utility, aesthetics, simple design, honesty, classicism and modernity, ecology and sustainability, easily understandable  design, thoroughness and accuracy). Overall, touching topics like the present offer, the current trends, and the consumer impact a vision of the actual status of  Latvian product design is given, and recommendations for future improvements are finally outlined.       Latvijas produktu dizaina procesu analīze.   Darba mērķis ir aizstāvēt laba dizaina vērtības vai pamatprincipus un to nozīmi ekonomiskā un sociālā līmeņa ietvaros. Tiek veicināta dizaina izpratne, apskatot situācijas caur reāliem Latvijas produktu dizaina piemēriem un veiksmīga dizaina tēzēm. Kopumā tiek sniegts skatījumus uz Latvijā esoso situāciju produktu dizaina jomā – piedāvāto, tendencēm, patērētāja ietekmi un tās uzlabosanas ieteikumiem.","[('Latvian', 2, '0.7666193'), ('Product (mathematics)', 2, '0.6133297'), ('Product design', 3, '0.5243571'), ('Architectural engineering', 1, '0.37987205'), ('Computer science', 0, '0.36882323'), ('Engineering', 0, '0.27359867'), ('Mathematics', 0, '0.13209903'), ('Linguistics', 1, '0.09386876'), ('Philosophy', 0, '0.0'), ('Geometry', 1, '0.0')]"
W2605205559,https://doi.org/10.7250/mstct.2016.006,Design and innovation situation in Latvia,2016-12-30,False,False,"This article is topical because design and innovation are precisely the areas that can contribute to more rapid development of the Latvian economic growth. Until  now there has not been much research on the situation and problems of the design and innovation situation in Latvia. The article is based on the “Action plan for  the implementation of the theme promoted innovation” and the “Latvia’s design strategy 2014–2020” materials prepared as design and innovation of the situation  with a realistic action plans and targets. The aim of the study is to examine design and innovation in the real life and its tasks to improve the situation. To write an  article, data summary, information analysis and research methods were used. The research reflects humanitarian sector, art, science, design and innovation of  situation in Latvia. The practical importance is that it can be useful as a base for a lecture topic or as a material for negotiations with businessmen, students and  university lecturers.    The situation in Latvia is not so bad as it may seem. Although very slowly, the situation has a stable growth. Latvia in Innovation Union Scoreboard, while still  low, has finally taken the place of innovation in the moderate innovator zone. In order to improve the situation there is a need to promote public understanding of  design industry. Also all creative industry representatives need to rethink how they can improve and help to develop the national growth in design and innovation.  In the near future, there has to be a report on the development of innovative design tasks until 2016 done. To avoid that all of targets that has been set up for 2020  suddenly have to be achieved within one year.       Dizains un inovācija Latvijā.   Pētījuma mērķis ir apskatīt Latvijas dizaina un  inovāciju situācijas un uzskaitīt reālus uzdevumus situācijas  uzlabosanai. Rakstā apskatīta esosā situācija Latvijā un pētīts  Apvienotās Karalistes piemērs dizaina un inovāciju situācijas  uzlabosanai turpmākajos gados. Situācijas uzlabosanai Latvijā  izveidots rīcības plāns ar veicamajiem uzdevumiem, lai sasniegtu  būtiskas izmaiņas un augsupeju līdz 2020. gadam. Pētījumā  atklājas, ka ir izstrādāti veicamie uzdevumi un uzskaitītas  atbildīgās institūcijas, kā arī finansējuma avots, tomēr trūkst  informācijas par konkrētajā gadā jau sasniegtajiem mērķiem.","[('Latvian', 2, '0.6441945'), ('Negotiation', 2, '0.59431213'), ('Action (physics)', 2, '0.53836066'), ('Action plan', 2, '0.51406395'), ('Order (exchange)', 2, '0.48577502'), ('European union', 2, '0.43869293'), ('Business', 0, '0.43314463'), ('Political science', 0, '0.35274422'), ('Public relations', 1, '0.34865555'), ('Knowledge management', 1, '0.34326756'), ('Marketing', 1, '0.33882472'), ('Computer science', 0, '0.22584134'), ('Management', 1, '0.20696712'), ('Economics', 0, '0.15406746'), ('Philosophy', 0, '0.0'), ('Linguistics', 1, '0.0'), ('Physics', 0, '0.0'), ('Finance', 1, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Law', 1, '0.0'), ('Economic policy', 1, '0.0')]"
